,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Earnings of Total Full-Time Year-Round Civilian Employed Population 16 Years and Over with Earnings,Median Earnings of Total Full-Time Year-Round Civilian Employed Population 16 Years and Over with Earnings - Margin of Error,"Median Earnings of All Management, Business, Science, and Arts Occupations","Median Earnings of All Management, Business, Science, and Arts Occupations - Margin of Error","Median Earnings of All Management, Business, and Financial Occupations","Median Earnings of All Management, Business, and Financial Occupations - Margin of Error",Median Earnings of Management Occupations,Median Earnings of Management Occupations - Margin of Error,Median Earnings of Business and Financial Operations Occupations,Median Earnings of Business and Financial Operations Occupations - Margin of Error,"Median Earnings of All Computer, Engineering, and Science Occupations","Median Earnings of All Computer, Engineering, and Science Occupations - Margin of Error",Median Earnings of Computer and Mathematical Occupations,Median Earnings of Computer and Mathematical Occupations - Margin of Error,Median Earnings of Architecture and Engineering Occupations,Median Earnings of Architecture and Engineering Occupations - Margin of Error,"Median Earnings of Life, Physical, and Social Science Occupations","Median Earnings of Life, Physical, and Social Science Occupations - Margin of Error","Median Earnings of All Education, Legal, Community Service, Arts, and Media Occupations","Median Earnings of All Education, Legal, Community Service, Arts, and Media Occupations - Margin of Error",Median Earnings of Community and Social Service Occupations,Median Earnings of Community and Social Service Occupations - Margin of Error,Median Earnings of Legal Occupations,Median Earnings of Legal Occupations - Margin of Error,"Median Earnings of Educational Instruction, and Library Occupations","Median Earnings of Educational Instruction, and Library Occupations - Margin of Error","Median Earnings of Arts, Design, Entertainment, Sports, and Media Occupations","Median Earnings of Arts, Design, Entertainment, Sports, and Media Occupations - Margin of Error",Median Earnings of All Healthcare Practitioners and Technical Occupations,Median Earnings of All Healthcare Practitioners and Technical Occupations - Margin of Error,Median Earnings of Health Diagnosing and Treating Practitioners and Other Technical Occupations,Median Earnings of Health Diagnosing and Treating Practitioners and Other Technical Occupations - Margin of Error,Median Earnings of Health Technologists and Technicians Occupations,Median Earnings of Health Technologists and Technicians Occupations - Margin of Error,Median Earnings of All Service Occupations,Median Earnings of All Service Occupations - Margin of Error,Median Earnings of Healthcare Support Occupations,Median Earnings of Healthcare Support Occupations - Margin of Error,Median Earnings of All Protective Service Occupations,Median Earnings of All Protective Service Occupations - Margin of Error,"Median Earnings of Fire Fighting and Prevention, and Other Protective Service Workers including Supervisors","Median Earnings of Fire Fighting and Prevention, and Other Protective Service Workers including Supervisors - Margin of Error",Median Earnings of Law Enforcement Workers including Supervisors,Median Earnings of Law Enforcement Workers including Supervisors - Margin of Error,Median Earnings of Food Preparation and Serving Related Occupations,Median Earnings of Food Preparation and Serving Related Occupations - Margin of Error,Median Earnings of Building and Grounds Cleaning and Maintenance Occupations,Median Earnings of Building and Grounds Cleaning and Maintenance Occupations - Margin of Error,Median Earnings of Personal Care and Service Occupations,Median Earnings of Personal Care and Service Occupations - Margin of Error,Median Earnings of All Sales and Office Occupations,Median Earnings of All Sales and Office Occupations - Margin of Error,Median Earnings of Sales and Related Occupations,Median Earnings of Sales and Related Occupations - Margin of Error,Median Earnings of Office and Administrative Support Occupations,Median Earnings of Office and Administrative Support Occupations - Margin of Error,"Median Earnings of All Natural Resources, Construction, and Maintenance Occupations","Median Earnings of All Natural Resources, Construction, and Maintenance Occupations - Margin of Error","Median Earnings of Farming, Fishing, and Forestry Occupations","Median Earnings of Farming, Fishing, and Forestry Occupations - Margin of Error",Median Earnings of Construction and Extraction Occupations,Median Earnings of Construction and Extraction Occupations - Margin of Error,"Median Earnings of Installation, Maintenance, and Repair Occupations","Median Earnings of Installation, Maintenance, and Repair Occupations - Margin of Error","Median Earnings of All Production, Transportation, and Material Moving Occupations","Median Earnings of All Production, Transportation, and Material Moving Occupations - Margin of Error",Median Earnings of Production Occupations,Median Earnings of Production Occupations - Margin of Error,Median Earnings of Transportation Occupations,Median Earnings of Transportation Occupations - Margin of Error,Median Earnings of Material Moving Occupations,Median Earnings of Material Moving Occupations - Margin of Error,Occupation with Highest Median Earnings,Highest Median Earnings,x,y,zip,tract
40,53033005700,5085640,2365806,Census Tract 57,Washington,King County,117426,40322,139405,33423,123672.0,30320.0,137897.0,22101.0,92039.0,23597.0,188343.0,21883.0,169400.0,64795.0,134265.0,64430.0,188655.0,8732.0,80857.0,28522.0,,,168462.0,234141.0,56786.0,13144.0,67604.0,46862.0,72014.0,46936.0,145430.0,70182.0,44244.0,30983.0,30455.0,21202.0,,,,,,,,,,,,,,,47193.0,27202.0,130313.0,171625.0,38973.0,14954.0,53875.0,15792.0,,,53875.0,15792.0,,,32165.0,33877.0,52625.0,50753.0,,,,,"Computer, Engineering, and Science Occupations",188343,,,98199,53033005700
41,53033005801,1822365,260223,Census Tract 58.01,Washington,King County,96044,9222,100999,6310,94605.0,28872.0,100634.0,32582.0,81136.0,26665.0,132074.0,24037.0,140854.0,20937.0,98333.0,47727.0,96827.0,11679.0,73488.0,18770.0,64097.0,33403.0,247891.0,314023.0,73430.0,35010.0,71771.0,54357.0,109625.0,16530.0,109500.0,11058.0,,,54554.0,33541.0,,,,,,,,,80325.0,32257.0,,,35139.0,18943.0,71531.0,11988.0,57165.0,40936.0,75255.0,9891.0,,,,,,,,,,,,,,,,,"Computer, Engineering, and Science Occupations",132074,,,98199,53033005801
42,53033006000,1340653,160754,Census Tract 60,Washington,King County,85492,16808,112917,22184,126292.0,29755.0,177738.0,43740.0,96484.0,52833.0,131875.0,54671.0,159531.0,22098.0,130174.0,121377.0,64323.0,78834.0,83456.0,51872.0,,,143431.0,50730.0,36653.0,33801.0,71667.0,86377.0,62372.0,90038.0,62372.0,90038.0,,,56071.0,33898.0,,,,,,,,,67169.0,34144.0,,,38156.0,11611.0,58409.0,7670.0,85129.0,61894.0,57614.0,10961.0,59412.0,12186.0,,,,,,,50927.0,204867.0,,,,,,,"Computer, Engineering, and Science Occupations",131875,,,98109,53033006000
43,53033006100,1227451,652743,Census Tract 61,Washington,King County,102275,23643,114174,17940,140743.0,19154.0,142083.0,15639.0,121455.0,36082.0,136481.0,14695.0,140677.0,15230.0,,,88239.0,110729.0,90043.0,30766.0,,,112946.0,7931.0,56708.0,9913.0,222796.0,334685.0,64737.0,8669.0,64737.0,8669.0,,,77798.0,152911.0,,,,,,,,,,,,,,,66250.0,18687.0,73750.0,76285.0,45221.0,13574.0,44318.0,45785.0,,,,,,,58833.0,21568.0,73650.0,33789.0,,,,,"Management, Business, and Financial Occupations",140743,,,98102,53033006100
44,53033006200,2437426,239356,Census Tract 62,Washington,King County,112161,28652,128750,25816,110039.0,24345.0,137841.0,19565.0,81929.0,13100.0,131806.0,86623.0,192222.0,112225.0,118750.0,103785.0,99531.0,155364.0,98594.0,29898.0,83194.0,16303.0,168750.0,23746.0,80000.0,9824.0,57361.0,19584.0,243833.0,22362.0,250001.0,,,,,,,,,,,,,,,,,,,,61528.0,38976.0,75888.0,87271.0,53824.0,7750.0,,,,,,,,,,,,,,,,,Healthcare Practitioners and Technical Occupations,243833,,,98112,53033006200
45,53033006300,2610569,3533560,Census Tract 63,Washington,King County,106276,29502,126029,31053,131696.0,78538.0,175000.0,112381.0,82208.0,81116.0,127375.0,53748.0,245282.0,132301.0,,,123333.0,48197.0,130982.0,73808.0,,,164063.0,94503.0,,,69141.0,12076.0,106678.0,134135.0,106678.0,134135.0,,,52188.0,9002.0,,,,,,,,,,,,,,,74342.0,66035.0,142557.0,145777.0,11984.0,65771.0,,,,,,,,,,,,,,,,,"Management, Business, and Financial Occupations",131696,,,98112,53033006300
46,53033006400,903649,0,Census Tract 64,Washington,King County,123472,32573,131591,36268,107335.0,37015.0,123750.0,105954.0,76667.0,45914.0,162344.0,66696.0,187679.0,22362.0,93542.0,48398.0,110781.0,11474.0,125781.0,142205.0,,,250001.0,,125625.0,94162.0,31667.0,80008.0,250001.0,,250001.0,,,,50288.0,13133.0,,,,,,,,,,,,,,,170694.0,182990.0,250001.0,,54091.0,13648.0,,,,,,,,,35048.0,10024.0,,,,,35096.0,12330.0,Healthcare Practitioners and Technical Occupations,250001,,,98112,53033006400
47,53033006500,1147619,0,Census Tract 65,Washington,King County,105183,24034,117391,29879,148796.0,25096.0,167786.0,31214.0,66250.0,32800.0,130551.0,17468.0,132485.0,33373.0,106458.0,42536.0,73083.0,70777.0,77875.0,15885.0,51563.0,3188.0,120156.0,89790.0,65583.0,21889.0,82750.0,6188.0,101058.0,14153.0,101314.0,9790.0,,,,,,,,,,,,,,,,,,,74125.0,50940.0,74250.0,87622.0,59917.0,65471.0,49402.0,13385.0,,,50673.0,23238.0,,,37500.0,25905.0,,,,,,,"Management, Business, and Financial Occupations",148796,,,98102,53033006500
48,53033006600,1117109,831139,Census Tract 66,Washington,King County,88026,16108,81325,12959,87426.0,24635.0,105313.0,62441.0,77868.0,16934.0,105859.0,57577.0,158000.0,42595.0,85417.0,45260.0,66118.0,14531.0,72008.0,13797.0,,,,,55781.0,29743.0,70809.0,10316.0,65708.0,2369.0,65708.0,2369.0,,,73365.0,46490.0,,,,,,,,,,,,,,,139710.0,16205.0,159107.0,26230.0,106227.0,65965.0,,,,,,,,,42292.0,16069.0,,,,,41319.0,22312.0,Sales and Office Occupations,139710,,,98102,53033006600
49,53033006800,718106,0,Census Tract 68,Washington,King County,93397,7012,101442,13507,135104.0,61690.0,107344.0,45882.0,146250.0,55383.0,103049.0,14148.0,117083.0,83549.0,86486.0,43085.0,216719.0,174250.0,91923.0,3773.0,90597.0,31662.0,96500.0,95317.0,72083.0,59572.0,132500.0,149854.0,93438.0,77629.0,93750.0,132569.0,,,39583.0,41438.0,,,,,,,,,,,,,,,86591.0,19683.0,94063.0,124234.0,85455.0,53173.0,,,,,,,,,,,,,,,,,"Management, Business, and Financial Occupations",135104,,,98109,53033006800
50,53033006900,905121,0,Census Tract 69,Washington,King County,101174,17389,116996,17081,140705.0,40401.0,158355.0,23402.0,115672.0,28793.0,131250.0,69986.0,135417.0,60518.0,250001.0,,56814.0,46540.0,81319.0,26799.0,21875.0,43191.0,81319.0,116079.0,85588.0,61506.0,98015.0,16235.0,,,,,,,52860.0,3663.0,,,,,,,,,,,,,49797.0,6910.0,100663.0,53809.0,150652.0,51855.0,63000.0,20494.0,,,,,,,,,42768.0,6020.0,43482.0,4091.0,,,,,"Management, Business, and Financial Occupations",140705,,,98119,53033006900
51,53033007600,571882,0,Census Tract 76,Washington,King County,79013,14997,84810,20364,115895.0,18343.0,108646.0,61743.0,116080.0,15973.0,98558.0,21482.0,104167.0,43354.0,103661.0,24036.0,,,70466.0,5761.0,65489.0,12093.0,171250.0,325732.0,66250.0,19603.0,71337.0,29485.0,66466.0,21442.0,66034.0,25288.0,,,44333.0,7956.0,,,,,,,,,42143.0,4284.0,,,,,60188.0,14129.0,57109.0,66232.0,60344.0,18034.0,,,,,,,,,188111.0,148061.0,,,,,,,"Production, Transportation, and Material Moving Occupations",188111,,,98112,53033007600
52,53033007700,1058322,0,Census Tract 77,Washington,King County,96641,19473,113101,20129,115750.0,59480.0,159028.0,33580.0,90658.0,9053.0,143854.0,20160.0,163300.0,18714.0,73250.0,34000.0,96944.0,91463.0,62426.0,9028.0,53403.0,23448.0,,,58750.0,13730.0,80347.0,46579.0,78750.0,97633.0,79018.0,113836.0,,,38596.0,1050.0,,,,,,,,,,,,,,,50688.0,27212.0,99417.0,93609.0,42262.0,23461.0,82734.0,80757.0,,,83965.0,13325.0,,,,,,,,,,,"Computer, Engineering, and Science Occupations",143854,,,98112,53033007700
53,53033007800,2097740,3632914,Census Tract 78,Washington,King County,125112,46330,141333,56539,141500.0,57032.0,175313.0,35594.0,76990.0,38316.0,96313.0,120753.0,170313.0,114997.0,,,96125.0,83844.0,163828.0,62833.0,,,186569.0,52760.0,148750.0,66862.0,,,92106.0,82373.0,163250.0,148197.0,,,46964.0,52568.0,,,,,,,,,,,,,,,157616.0,69399.0,157733.0,77859.0,,,27426.0,67836.0,,,,,,,,,,,,,,,"Education, Legal, Community Service, Arts, and Media Occupations",163828,,,98122,53033007800
54,53033008002,234314,0,Census Tract 80.02,Washington,King County,87825,27437,91307,41015,108077.0,33206.0,91071.0,48760.0,109615.0,28236.0,118615.0,70106.0,142625.0,20735.0,74355.0,40927.0,,,63906.0,16148.0,,,,,,,65757.0,7175.0,37344.0,116382.0,36953.0,98887.0,,,19196.0,60015.0,,,,,,,,,,,,,,,66900.0,55227.0,94273.0,34835.0,31989.0,25277.0,,,,,,,,,,,,,,,,,"Computer, Engineering, and Science Occupations",118615,,,98121,53033008002
55,53033008200,375785,0,Census Tract 82,Washington,King County,95867,25546,125089,24394,125351.0,27890.0,146597.0,75564.0,95816.0,4093.0,127031.0,30471.0,140117.0,29779.0,,,,,42337.0,42128.0,,,,,70781.0,148483.0,,,238984.0,160674.0,250001.0,,,,33438.0,13650.0,,,,,,,,,,,,,,,65036.0,29047.0,78984.0,159676.0,56250.0,23354.0,,,,,,,,,66761.0,35414.0,,,,,,,Healthcare Practitioners and Technical Occupations,238984,,,98101,53033008200
56,53033008300,237955,0,Census Tract 83,Washington,King County,103835,19730,115000,15973,108292.0,26601.0,123608.0,8212.0,62344.0,24786.0,144147.0,10304.0,149145.0,5468.0,142983.0,75515.0,107798.0,48031.0,61053.0,66296.0,,,,,79625.0,123350.0,62105.0,117217.0,73409.0,22455.0,78125.0,141151.0,,,39375.0,34033.0,,,,,,,,,,,,,,,57368.0,21942.0,69712.0,31315.0,46364.0,16190.0,,,,,,,,,61250.0,32121.0,,,,,,,"Computer, Engineering, and Science Occupations",144147,,,98101,53033008300
57,53033008500,450978,0,Census Tract 85,Washington,King County,62394,12462,79896,6149,79034.0,22462.0,80417.0,27274.0,70764.0,39675.0,99265.0,22460.0,110234.0,16756.0,73000.0,48204.0,,,77614.0,25324.0,,,,,58409.0,36305.0,,,79103.0,7144.0,79103.0,7144.0,,,38724.0,1390.0,,,,,,,,,34973.0,13341.0,,,,,49792.0,10305.0,54861.0,16615.0,48906.0,10789.0,,,,,,,,,35987.0,2236.0,,,,,,,"Computer, Engineering, and Science Occupations",99265,,,98104,53033008500
58,53033008600,711350,0,Census Tract 86,Washington,King County,61394,7546,91667,18524,92813.0,83910.0,89327.0,141700.0,127756.0,86838.0,125265.0,37158.0,126824.0,69023.0,93056.0,64325.0,100233.0,85503.0,71444.0,15857.0,70250.0,25078.0,,,52500.0,32322.0,130455.0,96608.0,49756.0,15889.0,49756.0,15889.0,,,50702.0,16936.0,,,,,,,,,54868.0,47212.0,,,50702.0,16109.0,42939.0,12269.0,41417.0,23768.0,44257.0,21005.0,89044.0,38544.0,,,,,,,,,,,,,,,"Computer, Engineering, and Science Occupations",125265,,,98122,53033008600
59,53033008700,732385,0,Census Tract 87,Washington,King County,77883,4919,92813,13731,94663.0,17361.0,103139.0,20223.0,92788.0,35904.0,138403.0,56613.0,180313.0,49941.0,132708.0,73603.0,56971.0,53924.0,78045.0,9732.0,62500.0,6789.0,250001.0,,78250.0,9881.0,72500.0,31084.0,111406.0,55359.0,110156.0,63233.0,,,45049.0,27688.0,,,,,,,,,45518.0,21811.0,,,,,54643.0,31912.0,61500.0,43114.0,34412.0,33136.0,44432.0,34943.0,,,,,,,31713.0,45098.0,31250.0,68361.0,31818.0,74386.0,,,"Computer, Engineering, and Science Occupations",138403,,,98122,53033008700
60,53033008800,948581,0,Census Tract 88,Washington,King County,85497,8204,101813,11944,117621.0,24745.0,140375.0,58496.0,98333.0,21610.0,128015.0,45805.0,147375.0,29499.0,105391.0,16524.0,75625.0,53588.0,83973.0,12723.0,85417.0,45443.0,163750.0,132761.0,100469.0,55373.0,75865.0,12914.0,89000.0,28388.0,84432.0,92432.0,,,41958.0,13497.0,,,,,,,,,40333.0,17818.0,,,,,61688.0,38104.0,61875.0,36511.0,59583.0,49866.0,27434.0,187646.0,,,,,,,,,,,,,,,"Computer, Engineering, and Science Occupations",128015,,,98122,53033008800
61,53033008900,1270033,1798066,Census Tract 89,Washington,King County,82596,24242,108989,16875,119965.0,31192.0,135491.0,34864.0,89821.0,26725.0,107946.0,30645.0,167177.0,25884.0,86016.0,13161.0,,,99271.0,50484.0,,,111442.0,54353.0,49327.0,23194.0,106458.0,208215.0,99081.0,53280.0,131161.0,51982.0,62000.0,30502.0,41938.0,15120.0,,,,,,,,,43500.0,48274.0,,,,,38189.0,15541.0,55313.0,24549.0,29486.0,14748.0,,,,,,,,,,,,,,,,,"Management, Business, and Financial Occupations",119965,,,98144,53033008900
62,53033009000,855872,0,Census Tract 90,Washington,King County,83092,23289,97404,14719,98125.0,20628.0,125278.0,57830.0,84866.0,28879.0,126875.0,53731.0,140750.0,100263.0,,,,,92635.0,4967.0,91667.0,12387.0,98438.0,23046.0,91964.0,57083.0,,,73854.0,28961.0,73854.0,28961.0,,,30815.0,15640.0,,,,,,,,,41389.0,29662.0,,,,,55556.0,15160.0,52422.0,42550.0,55694.0,18251.0,59286.0,52697.0,,,,,,,39583.0,30000.0,,,,,,,"Computer, Engineering, and Science Occupations",126875,,,98144,53033009000
63,53033009100,410621,0,Census Tract 91,Washington,King County,58938,12418,78080,10184,65603.0,13754.0,58448.0,22190.0,67155.0,14847.0,111115.0,18222.0,126563.0,20684.0,78304.0,8399.0,,,83452.0,41803.0,,,,,,,84750.0,69155.0,,,,,,,21944.0,15907.0,,,,,,,,,21250.0,15449.0,,,,,82794.0,39086.0,33750.0,78035.0,83015.0,30066.0,55885.0,2500.0,,,,,,,23851.0,12683.0,24561.0,17546.0,,,,,"Computer, Engineering, and Science Occupations",111115,,,98104,53033009100
64,53033009200,338451,154864,Census Tract 92,Washington,King County,54698,22481,57955,35646,105568.0,32210.0,110724.0,47890.0,53922.0,22619.0,60833.0,117686.0,44898.0,163061.0,,,,,44875.0,75331.0,,,,,41213.0,5783.0,,,36228.0,3367.0,,,,,41318.0,41021.0,,,,,,,,,32147.0,8460.0,,,,,62560.0,48699.0,,,41295.0,25814.0,,,,,,,,,51750.0,42311.0,,,67864.0,32360.0,,,"Management, Business, and Financial Occupations",105568,,,98104,53033009200
65,53033009300,9444110,639051,Census Tract 93,Washington,King County,83879,11340,94096,22766,88393.0,36910.0,77394.0,37880.0,109044.0,3569.0,117143.0,50858.0,135313.0,44967.0,141071.0,104332.0,,,88646.0,31387.0,,,119773.0,322257.0,,,87344.0,65218.0,93500.0,32914.0,94542.0,49089.0,61250.0,1392.0,52841.0,28308.0,,,,,,,,,53841.0,683.0,,,,,51875.0,17726.0,39559.0,14089.0,59554.0,33092.0,100278.0,46323.0,,,,,,,,,,,,,,,"Computer, Engineering, and Science Occupations",117143,,,98134,53033009300
66,53033009400,1686311,0,Census Tract 94,Washington,King County,73889,16007,96913,6717,96139.0,4271.0,97829.0,22398.0,94554.0,9801.0,138824.0,55522.0,114383.0,43680.0,146071.0,19854.0,91375.0,63071.0,73949.0,20631.0,,,113542.0,78871.0,74868.0,17599.0,73000.0,44259.0,93393.0,41428.0,94196.0,85614.0,77219.0,82831.0,31815.0,2385.0,,,,,,,,,31418.0,2982.0,,,88182.0,86932.0,37337.0,7865.0,29444.0,25831.0,39091.0,5618.0,34871.0,117880.0,,,127949.0,63717.0,,,46020.0,2272.0,28750.0,23452.0,46310.0,932.0,,,"Computer, Engineering, and Science Occupations",138824,,,98144,53033009400
67,53033009500,2597717,2916270,Census Tract 95,Washington,King County,91397,24684,113839,24486,125800.0,14133.0,132188.0,24519.0,119375.0,40676.0,132640.0,37176.0,133958.0,22461.0,105469.0,83326.0,,,63750.0,22547.0,71382.0,43633.0,,,50867.0,14956.0,164063.0,116110.0,192125.0,160624.0,192125.0,160624.0,,,48125.0,16449.0,,,,,,,,,33125.0,12933.0,,,,,55750.0,10299.0,67232.0,178833.0,55056.0,16138.0,,,,,,,,,50813.0,16352.0,49135.0,62343.0,130491.0,125059.0,50063.0,61505.0,Healthcare Practitioners and Technical Occupations,192125,,,98144,53033009500
68,53033009600,1906922,1385222,Census Tract 96,Washington,King County,113234,9315,114172,22319,114523.0,17208.0,137153.0,39622.0,113427.0,24570.0,131842.0,37429.0,172411.0,111421.0,110568.0,45184.0,131184.0,87326.0,74640.0,54507.0,,,157159.0,65900.0,73744.0,411.0,113220.0,27699.0,143891.0,76951.0,143908.0,96103.0,,,40750.0,38318.0,,,,,,,,,,,,,,,66167.0,101779.0,133750.0,68340.0,57045.0,41754.0,83264.0,31316.0,,,83264.0,31316.0,,,43403.0,55266.0,,,,,,,Healthcare Practitioners and Technical Occupations,143891,,,98116,53033009600
69,53033009701,1861358,1607123,Census Tract 97.01,Washington,King County,92500,11316,111184,19391,111930.0,13133.0,111336.0,21875.0,122569.0,48629.0,133594.0,125193.0,99375.0,118062.0,,,250001.0,,90978.0,14617.0,,,106786.0,281870.0,77194.0,13398.0,92310.0,108578.0,132880.0,38319.0,132880.0,38319.0,,,53646.0,12510.0,41402.0,11824.0,,,,,,,53906.0,4923.0,,,,,63363.0,28587.0,212917.0,30739.0,44852.0,9644.0,89750.0,28021.0,,,64342.0,56709.0,,,73714.0,26281.0,,,74286.0,43896.0,,,"Computer, Engineering, and Science Occupations",133594,,,98116,53033009701
70,53033009702,2220441,0,Census Tract 97.02,Washington,King County,111087,7172,121250,9915,129219.0,12233.0,138333.0,28437.0,115074.0,44459.0,121319.0,31331.0,137917.0,20099.0,113750.0,36864.0,,,107833.0,90476.0,,,250001.0,,58681.0,124295.0,63906.0,75452.0,65688.0,19102.0,61838.0,46427.0,,,57337.0,41559.0,,,,,,,,,,,,,,,88092.0,29655.0,89276.0,37267.0,63500.0,69931.0,120000.0,86885.0,,,129231.0,104487.0,,,89135.0,79319.0,37500.0,42824.0,87596.0,74116.0,,,"Management, Business, and Financial Occupations",129219,,,98116,53033009702
71,53033009900,6565170,2370735,Census Tract 99,Washington,King County,74512,6653,80300,11325,75916.0,10319.0,68836.0,16833.0,88158.0,22254.0,104145.0,41880.0,117500.0,17827.0,86786.0,79972.0,,,74432.0,38027.0,,,124861.0,74264.0,44583.0,2670.0,102684.0,59572.0,85927.0,13668.0,85565.0,21908.0,,,41875.0,97051.0,,,,,,,,,,,,,,,54464.0,30103.0,78750.0,31310.0,30625.0,17075.0,62500.0,49235.0,,,60481.0,10877.0,,,68906.0,68545.0,69188.0,86664.0,,,,,"Computer, Engineering, and Science Occupations",104145,,,98126,53033009900
72,53033010001,2327512,0,Census Tract 100.01,Washington,King County,63681,18042,88598,9890,94444.0,23431.0,93472.0,35134.0,103375.0,39509.0,89261.0,47126.0,77321.0,95413.0,89318.0,66825.0,,,62917.0,27000.0,52460.0,29034.0,,,64107.0,47008.0,64659.0,98235.0,86591.0,172858.0,86591.0,172858.0,,,34063.0,5680.0,34438.0,11810.0,,,,,,,22125.0,20523.0,,,,,57386.0,20172.0,85550.0,39351.0,55625.0,19198.0,,,,,,,,,40673.0,17242.0,40529.0,20982.0,,,,,"Management, Business, and Financial Occupations",94444,,,98108,53033010001
